idiom,num_contexts,french_contexts,english_translations
ah le vache,5,"Salut. Ah la vache, ils sont costauds, ceux-là. ||| Ah la vache ! ||| Ah la vache, c'est le saumon. ||| Ah la vache! ||| Ah la vache !","Oh my God, who's winning so far? ||| Holy cow! ||| It's the salmon guy! ||| - Holy moly. ||| Holy cow!"
sentir le sapin,4,"Ça sent le sapin, mec. ||| Quand ils sortent, ça sent le sapin. ||| Pour notre ami le Bandit Ça sentait le sapin ||| - II sent le sapin!","That sucks, dude. ||| Once they're up, that's it. ||| And everybody that seen it thought the Bandit was gone ||| - He knows it's coming!"
être rouge comme un tomate,4,"T'es rouge comme une tomate. ||| Oui, t'es rouge comme une tomate. ||| Pudding était rouge comme une tomate ! ||| Elle ne connaissait pas de Maxime, mais elle était rouge comme une tomate.","Ooh! Your face is red! Like a strawbrerry! ||| Yeah, you're all flushed. ||| Heh, Pudding's face is red as a raspberry! ||| Ik don't know any Maxime. Her face red like a tomato."
"quand le chat ne être pas là , le souris danser .",3,"Oui, mais ce que tu ne réalises pas quand le chat n'est pas là, les souris dansent. ||| - Quand le chat n'est pas là, les souris dansent... ||| Tu sais ce qu'on dit, ""Quand le chat n'est pas là, les souris dansent.""","Well, what you don't realize is that when the cat's away, the mice will play. ||| - You were just taking advantage of the cat's absence. ||| 'You know what they say, ""While the cat's away, the mice will play."""
être rouge comme un écrevisse,3,"Viens pas pleurer quand tu seras rouge comme une écrevisse. ||| Tu parles, j'étais rouge comme une écrevisse! ||| Viens pas pleurer quand tu seras rouge comme une écrevisse.","Don't come crying to me when you're as red as a tomato. ||| Oh, sure... I was as red as a beetroot! ||| Don't come crying to me when you're as red as a tomato."
arriver comme un cheveu sur le soupe,3,"J'arrive comme un cheveu sur la soupe, mais j'ai pensé que je devais venir vous annoncer la nouvelle, personnellement. ||| Ça arrive comme un cheveu sur la soupe, c'est tout. ||| Vanessa est arrivée comme un cheveu sur la soupe.","It's rather remiss of me to intrude on you like this... but I really felt I should break the news to you personally. ||| It's just a bolt out of the fucking blue, that's all. ||| Vanessa turned up at an awkward moment."
avoir un poil dans le main,3,"Il a un poil dans la main. ||| Surtout ceux qui ont un poil dans la main. Ils préfèrent rester assis et manger des fruits. ||| Et toi aussi mon petit Mattis tu pourrais aider, mais tu as un poil dans la main.","That boy is scared of working. He ain't done a lick of work in his life. ||| They're just too idle to work. ||| What about you, little Mattis. You could lend a hand too."
boire un coup,3,Millie ne sera pas choquée de voir quelqu'un boire un coup. ||| Deux courtiers sont venus boire un coup. ||| Viens boire un coup ce soir.,Millie won't be shocked to see somebody take a drink. ||| A couple of brokers stopped in for spritzers one night. ||| Aren't you coming with us?
chat échauder craindre le eau froid,3,"Inutile, ""chat échaudé craint l'eau froide"". ||| Chat échaudé craint l'eau froide. ||| Chat échaudé craint l'eau froide, hein ?","They're scared enough as it is. ||| I got burned once and I learned my lesson. ||| The burned child dreads the fire, eh?"
donner de le confiture à le cochon,3,"Lutter contre ce type, c'est donner de la confiture aux cochons ! ||| C'est comme donner de la confiture aux cochons, hein ? ||| Et il a passé sa vie à donner de la confiture aux cochons.","A fight with that guy is like feeding sows to the pigs. ||| Like throwing pearls to the pigs, eh? ||| And then he spent his whole career ""casting pearls before swine"", He talked like that..."
mettre de le piment dans son vie,3,Ça met du piment dans ma vie. ||| Je mets du piment dans vos vies et vous vous plaignez sans cesse. ||| Ça met du piment dans notre vie amoureuse.,"Adds a little excitement to my life. ||| I add a little excitement, a little spice to your lives and all you do is complain. ||| It adds mystery and excitement to our love life."
mettre le charrue avant le boeuf,3,"Mais dans votre cas, je pense que ça serait plus sage de mettre la charrue avant les boeufs, si on peut dire. ||| Sans mettre la charrue avant les boeufs, que se passera-t-il, si je réussis? ||| J'ai mis la charrue avant les boeufs.","But in your case, I think it would be wise to put the cart before the horse,so to speak. ||| I don't want to get ahead of myself, but if things go my way, what's next? ||| I put the cart before the horse."
"petit à petit , le oiseau faire son nid",3,"A l'aise :""Petit à petit, l'oiseau fait son nid""! ||| ""Petit à petit, l'oiseau fait son nid."" ||| petit à petit, l'oiseau fait son nid.","""The early bird catches the worm."" ""A stitch in time saves nine."" ||| You know the phrase 'Softly softly catchee monkey'? ||| I call it my onwards and upwards theory."
"péter un câble,être en train de",3,"C'est pas sa mère qui est en train de péter un câble. ||| Randy est en train de péter un câble là-bas dedans. ||| - Ethan, je suis en train de péter un câble à cause...","It's not his mother who's gone around the bend. ||| Randy's losing his brain in there. ||| Ethan, I'm freaking out."
qui voler un œuf voler un bœuf,3,"Hier, vous ignoriez son existence. Qui vole un œuf vole un bœuf. ||| Qui vole un œuf vole un bœuf. Après la pluie, le beau temps. ||| ""Qui vole un oeuf vole un boeuf"" ?","Let a man steal an egg, tomorrow he'll steal an ox. ||| ""Half a loaf of bread is better than none."" ||| ""A bird in the hand's worth two in the bush""?"
recevoir un note salé,3,"Et on a reçu une note salée pour la réquisition de photos d'un certain congrès. ||| Il va recevoir une note salée, hein ? ||| Car si vous voulez savoir, De temps en temps je reçois des notes salées !","The accounts department received a huge bill for the requisition of photos from some congress. ||| He'll have some huge bill when he's done, right? ||| But I do want to know about that because I get endless bills to pay!"
se prendre un râteau,3,Laisse-la se prendre un râteau. ||| Alors je me prends un râteau. Je suppose. ||| Mais j'ai pas l'habitude de me prendre un râteau.,"Let her learn the hard way. ||| Wow, so you're turning me down? ||| I'm not used to being blown off, that's all."
"tourner le page,être en train de",3,"Je sais que tu as besoin d'espace, mais tu ne peux pas en avoir, car Alex est en train de tourner la page. ||| Je suis en train de tourner la page. ||| Je suis en train de tourner la page, vraiment, je travaille dur pour tourner la page.","I know you want space, but you can't have space, because Alex might be moving on. ||| I'm turning over a new leaf. ||| I'm getting over this. I am. I'm working really hard to get over this."
"ça marcher,être en train de",3,"On est en train de chercher une solution, mais si ça marche pas, tu sais ce que tu dois faire ? ||| Elle prend un bain ou quoi ? Si t'es en train de te baptiser, c'est pas comme ça que ça marche ! ||| Quoi que tu sois en train de faire, ça marche.","We're trying to solve it, but you know what to do... if it doesn't work out, right? ||| It doesn't count if you try to baptize yourself. ||| Whatever you're doing in there, it's working."
être rouge comme un pivoine,3,Il est rouge comme une pivoine. ||| - T'es rouge comme une pivoine. ||| Tu es rouge comme une pivoine.,"Look at him, he's red. ||| - Totally blushing. ||| Your face is beet red."
être un poule mouiller,3,C'est une poule mouillée. ||| T'es une poule mouillée! ||| Son père disait que c'était une poule mouillée.,He's a yellow coward. ||| Chicken! ||| To think that his father called him a yellow-belly!
"ce être le fin de le haricot,le fin de le haricot",2,Je crois que c'est la fin des haricots pour le mollusque à moteur. ||| C'est la fin des haricots.,Looks like the party is over for the motoring mollusk. ||| It's a nail in my coffin.
changer un crèmerie,2,M. Blumenthal qui menace de changer de crèmerie. M. Hardigan... Il t'a dit ça ? ||| Elles ont changé de crèmerie pour se cacher.,Mr. Blumenthal's threatening to take his business elsewhere. ||| The two ninnies just moved to a more private venue.
finir en queue de poisson,2,Et ça finit en queue de poisson. ||| L'enquête pourrait finir en queue de poisson.,Then it all fizzles out. ||| The investigation could end up going the other way.
"pleurer comme un madeleine,être en train de",2,Tu crois qu'Elliot est en train de pleurer comme une madeleine ? ||| La dernière fois que je vous ai vu... vous étiez en train de pleurer comme une madeleine.,"Do you think Elliot's somewhere right now, crying her eyes out? ||| Have you come to talk about marriage?"
"poser un lapin à quelqu'un,poser un lapin",2,"Ce serait comme poser un lapin à quelqu'un au bal de fin d'année. ||| Tu as posé un lapin à quelqu'un, récemmment ?",It'd be like standing someone up for the prom. ||| You? Stand anyone up lately?
"prendre le tête,être en train de",2,Tu es en train de te prendre la tête. ||| Sarah est en train de te prendre la tête.,"You're psyching yourself out. ||| Oh, Sarah's got you all up in a tizzy."
"être crever,en avoir marre",2,"- Je suis crevée, j'en ai marre. ||| Je suis crevé, et j'en ai marre de tout ça.",I'm tired and I'm bored. What are you bored of? ||| I'm just tired and just really tired of all of it.
être à le four et à le moulin,2,"Impossible d'être au four et au moulin, et je ne peux pas faire de miracle. ||| On peut pas être au four et au moulin.","You cannot pick up two melons with one hand, and I cannot work miracles. ||| I can't cut myself in two."
faire le pont,1,Je fais le pont du 4 Juillet. Je resterai 3 jours.,"Yeah, I'm taking the 4th off, so I'll be there for three days."
"aller droit à le but,en avoir marre",1,J'en ai marre de jouer au chat et à la souris. J'ai Faith pour ça. Allons droit au but.,'Cause you know I'm here to take that call
"avoir le cafard,en avoir marre",1,"C'est une fille qui a le cafard. Elle en a marre de la guerre, marre d'être seule, à attendre que son homme revienne.",It's about a very lonely girl who's sick and tired of war and being left alone.
"avoir le chair de poule,ah le vache",1,"Ah la vache, j'en ai la chair de poule.",Oh my God I got goose bumps.
casser de le sucre sur le dos de quelqu'un,1,"Et d'ailleurs, je déteste casser du sucre sur le dos de quelqu'un.","Anyway, I don't like talking about people behind their back."
"coûter le œil de le tête,boire un coup",1,"Même si ça me coûte les yeux de la tête, pour payer ses études, je remercie Dieu de pouvoir encore boire un coup.",Considering it costs me an arm and a leg to pay for his education I'm thankful I can afford to drink
"en avoir marre,en avoir rien à foutrer",1,"Putain, j'en ai rien à foutre! J'en ai marre!","Fuck, I don't want to know, I've had enough!"
"en avoir marre,tourner le page",1,"C'est la faute à personne. Terminé. Tourne la page, j'en ai marre.","Move on, because, frankly, I'm sick of hearing about it."
"en avoir marre,être en train de",1,Nous sommes en train d'en avoir marre l'un de l'autre.,We're slowly getting sick of each other.
"en avoir rien à foutrer,en avoir rien à cirer",1,"Si tu te sens seul, comme si on en a rien à foutre de toi... et que le monde entier en a rien à cirer, moi, je suis là.","If you're feeling alone, like nobody in the world cares... and nobody in the fucking world gives a shit, then I'm here."
"faire gaffe,être en train de",1,"Fais gaffe, je suis en train de suturer.",Hello. I'm suturing here.
"faire le gras matinée,être en train de",1,Elle doit être en train de faire la grasse matinée dans la chambre de Jake.,"Uh, gee, I guess she's probably still asleep in jake's room."
mener quelqu'un en bateau,1,"- Une déposition, d'après lui. Je crois plutôt qu'il essaie de mener quelqu'un en bateau.","- He says it's a statement, but I think he's putting somebody on."
ne pas avoir son langue dans son poche,1,Je suis censé les détester. Ne pas avoir ma langue dans ma poche.,I'm supposed to despise girls... not feel nervous talking to one.
on ne avoir pas élever le cochon ensemble,1,On n'a pas élevé les cochons ensemble !,Make sure he doesn't sit near me.
"partir en fumée,être en train de",1,C'était en train de partir en fumée.,McGEE: It was running on fumes.
plumer quelqu'un,1,"Plumer quelqu'un, c'est facile.","Beating a man out of his money, that's easy."
"se envoyer en le air,être en train de",1,"Imagine combien de gens sont en train de s'envoyer en l'air, mec.","Imagine how many people out there right now are fucking, man."
"tenir à le courant,jeter un coup de oeil",1,On jette un coup d'oeil et on te tient au courant.,We'll take a look and get back to you.
"tenir à le courant,ça marcher",1,"j'envisage de changer de camp. Je vous tiens au courant, je vous dirai si ça marche.","It's a question you haven't asked,mikayla,and i'm so surprised."
"tourner à le vinaigre,être en train de",1,Votre relation est en train de tourner au vinaigre ?,Has your relationship reached its inevitable ugly end?
traîner quelqu'un dans le boue,1,C'est pas parce qu'elle a épousé un shérif qu'elle a le droit de traîner quelqu'un dans la boue comme ça.,Just 'cause you're married to law enforcement doesn't give you the right to... to take somebody's name down like that.
"un coup de main,être en train de",1,Tu devrais être en train de t'occuper de Ben I'invalide. II va très bien. Tout Ie monde peut avoir besoin d'un coup de main.,THAT'S HOW IT SOUNDED.
un sien valoir mieux que deux il le avoir,1,Un tien vaut mieux que deux tu l'auras.,"Well, no time like the present."
"ça marcher,avoir le pêche",1,"J'ai la pêche, ça marche plus vite que j'imaginais.",Don't be paranoid. I feel great. Didn't expect the meds to work this quickly.
"ça marcher,en avoir marre",1,J'en ai marre qu'ils me mentent. Et je sais que ça marchera jamais.,I'm sick of them lying to me and I know that it's never going to work.
"ça marcher,en avoir rien à foutrer",1,"Mais je me suis investie pour faire en sorte que ça marche, mais il en avait rien à foutre.","But I put everything I had into it to make it work, and he could care less."
"ça marcher,faire gaffe",1,Ça marchera pas. - Faut faire gaffe.,"What do you think, honey?"
"ça marcher,il falloir souffrir pour être beau",1,"""Il faut souffrir pour être beau."" Essayez, ça marche.",Beauty Knows No Pain. just try it. It's gotten more ladies through my class...
"ça marcher,tourner le page",1,"Si ça marche pas, tournez la page.","If it doesn't work out, you move on. (chuckles) Mm-hmm."
"ça marcher,un coup de main",1,Ça marcherait peut-être mieux si tu donnais un coup de main.,It would be easier if you helped me.
"être canon,être en train de",1,Tu es en train de dire que ta sœur est canon ?,"What a freak! You're going to hell, man!"
"être crever,avoir le dalle",1,"Je suis crevé, j'ai la dalle et la migraine !","I don't know where the fuck we are and we don't have any water. I'm tired, I'm hungry, and I've got a headache."
"être crever,crever le dalle",1,"Tout ce que j'ai à faire, c'est crever la dalle une semaine... et je retrouverai la vie infernale que j'avais avant ?","So all I gotta do is starve and be miserable for a week, then my life will go back to the normal hell it always was?"
"être crever,être en train de",1,Tu es crevé. Tu es en train de guérir.,"Uh, like...you're tired."
"être en train de,boire un coup",1,- On devrait être en train de boire un coup.,"- Yeah, we should be at the bar by now."
"être en train de,se faire larguer",1,Est-ce que je suis en train de me faire larguer ?,Am I getting dumped?
