idiom,num_contexts,jp_contexts,english_translations
薬 に なる,3,ジメチル・スルホキシドと 混ざった場合 麻酔薬になる ||| 狂気は現代では 薬になり得る ||| ずっと彼の研究をしてるんだ 適切に希釈さえすればその毒は... とても有効な薬になる,"Hey, if sophorine is mixed with dimethyl sulfoxide, it becomes an anesthetic. ||| Madness can be a medicine for the modern world. ||| I've been studying him, and I'm pretty sure that his venom could be quite useful if properly diluted."
虚勢 を 張る,3,彼は虚勢を張ってると思うの ||| いや　トレメイン・アレクサンダーは 虚勢を張らない ||| 彼女は虚勢を張っている,"I think he's bluffing. ||| No, Tremaine Alexander don't bluff. ||| She's bluffing."
虫 の 居所 が 悪い,3,今日はずっと虫の居所が悪いな ||| 今日は虫の居所が悪いのよ ||| 虫の居所が悪かっただけ,"All right something's been bugging you all day. ||| Short fuse today I guess. ||| Look, I had a bad moment. That's all."
虫 の 知る せる,3,-虫の知らせだけど ||| 虫の知らせの為に 私のキャリアを危険に晒せと? ||| 貴方にも 何か 虫の知らせがあったはず,"I'm telling you, Chad. ||| And you expect me to risk my entire career on a hunch? ||| You already have a hunch something's wrong, Chad."
蚊帳 の 外,3,蚊帳の外に放り出すなよ ||| 組合は蚊帳の外さ ||| 裁判官と主席弁護士が密談を 我々は蚊帳の外だ,"Promise me that you'll let me be there. ||| The association wasn't consulted. ||| Only the judge and the lead attorneys were privy, and our honorable D.A. is staying mum."
融通 が 利く,3,あなたは、融通が利かなく なってきています、フレイア ||| 融通が利かないな ||| 大統領は融通が利かない,"You've become quite literal, Freya. ||| I thought you said he was cool. ||| The president's bulldog."
血 の 涙,3,"彼の目を見て 血の涙が ||| 妙よね 血の涙なんてある？ ||| -　そして彼らの妻達は 血の涙を流すでしょう""","Now, if you look into his eyes, you can see him tearing blood. ||| I'd say bad day all around. I mean, can-- can someone actually cry blood? ||| ""... and their wives will weep tears of blood."""
血 も 涙 も ない,3,血も涙もない ||| ドラゴ・ブラッドビストは いかれた奴だ 血も涙もない ||| あんたは血も涙もない上にバカよ,A cold blooded setup. ||| Because Drago Bludvist is a madman... without conscience or mercy. ||| You are cruel and ignorant.
血 を 分ける,3,あんたらは、スタークと血を分けた仲だろ？ ||| 血を分けた娘... ||| これは私の血を分けた兄弟だ,"Your people share blood with the Starks, don't they? ||| My flesh and blood. ||| This is my blood brother."
血 を 引く,3,ジークフリートを作ったのは 彼ら二人だ ヴェルズングの血を引いた最強の 男子を ||| ウィリアム・ターナーの血を引く 本当の子供はどこだ？ ||| 一族の人がオオカミの血を 引いてるって知ってた？,"Siegfried was born of their union, a youth of invincible strength. ||| The child in whose veins flows the blood of William Turner? Where? ||| Did you know Quileutes are supposedly descended from wolves?"
袋 の 鼠,3,あの谷では袋の鼠じゃ セオデンは罠に踏み込んどる ||| 俺達は袋の鼠だ ||| 袋の鼠だ,There is no way out of that ravine. Théoden is walking into a trap. ||| We're trapped. ||| We're trapped.
"裏 で 糸 を 引く,糸 を 引く",3,あんたが裏で糸を引いてんの？ ||| サーセイが裏で糸を引いている 知ってるだろ ||| 裏で糸を引き 凶悪犯を創り上げる,Are you the one who did this? ||| Cersei has manipulated everything and you know it. ||| You simply rule from behind the scenes.
裏 に 回る,3,私は　裏に回った ||| 裏に回ろう ||| 5分待ち 裏に回り 裏口を包囲,I went around back. ||| Let's go in the back. ||| Wait five minutes. Go around and block the side entrance.
裏 を かく,3,レンタカーだけでなく 彼は何とか人の裏をかいてる ||| 裏をかくことができる 前にもやった ||| 現場では常に― こちらの裏を かこうとする敵が相手だ,"He's got to get around somehow, just not by rental car. ||| I can outwit them, I've done it before. ||| In the field, you will face off against enemies who are always one step ahead of you."
裏 を 取る,3,俺は銀行に当たって 裏を取る ||| 私もそう思いたくない 私が裏を取ります ||| 引っ張って来い 裏を取ろう,"I'll talk to the bank, make sure it wasn't a mistake. ||| Paul, I don't like it any more than you do, but I'll prove it. ||| Bring her in. See what you get."
裏目 に 出る,3,君に2つの顔があるなら 裏目に出るぞ ||| もし話して裏目に出たら？ ||| 互いに対してそれらをピットにあなたの策略 だから、資格でした 完全に裏目に出たようです。,"The problem is when you're two people at the same time, one of them is bound to trip the other. ||| What if Joe is right, and I tell them, and it backfires? ||| Your ploy to pit them against each other seems to have backfired completely so that could qualify, yes."
見果てる ぬ 夢,3,見果てぬ夢と言っていた。 ||| 見果てぬ夢に見えると言っていた。 ||| 見果てぬ夢という像は、サンタ・リタにある。,She said it was a lost cause. ||| She said she could see it was a lost cause. ||| The patron saint of lost causes is saint rita.
見栄 を 張る,3,見栄を張るのは あまり好きじゃない ||| あの方は美しいわ　あなたは見栄を 張らないようにすればいいの　虚栄心は罪よ ||| 見栄を張ることは決して賢くないというね わかったかい？,"Ostentation is not something that I'm accustomed to. ||| She is beautiful. You shouldn't be vain. Vanity is a sin. ||| This is a good lesson on why you never wanna lie about your ability to do things you clearly can't do, okay?"
視線 を 浴びる,3,私は、メール室で90分間 郵便の仕分けを待ってたのよ。 胸元に視線を浴びながら。 だから、私がキャットに これを渡します。 ||| 彼はみんなの視線を浴びてる ||| - 俺も息子も　視線を浴びるんだ,"I spent the last 90 minutes in the mail room letting a glorified postal worker stare at my chest, so I could be the one to give this to Cat. ||| Everyone's staring machine guns at him. ||| People would look at me and see him. That must have been very difficult for you."
覚悟 の 上,3,私は覚悟の上で参った 首を刎ねられる事も ドラゴンに焼かれる事も ||| 彼らは覚悟の上だ！ ||| 多少の危険は覚悟の上よ,"And I came here knowing that you could have your men behead me or your dragons burn me alive. ||| They know that going in! ||| To me, that's worth a little risk."
親身 だ なる,3,まあ　やるとしても 親身になって話を聞く人が必要だ ||| デイブは親身になってくれてる ||| 誰が親身になってくれる？,"Well, if ever you need a friendly ear. ||| I think Dave is really helping you. ||| Who in your estimation is that sympathetic ear?"
言う なれる ば,3,- 言うなれば... ||| 言うなれば、 災い転じて、福となる ||| 彼女は、言うなれば 気晴らしの叱責の提供者 好きな連中は 喜んで金を払う,"No. ||| What a, what do you call it, a poetic turn of events. ||| She provides, shall we say, recreational scolding for those who enjoy that sort of thing and are prepared to pay for it."
言葉 に 甘える,3,お言葉に甘えて ||| お言葉に甘えます ||| お言葉に甘えたいけど悪いわよ,"He convinced me. ||| If you insist. ||| Oh, that's really sweet of you to offer, Rarity, but I can't let you do that."
言葉 の 綾,3,我々全員を子供と呼んだのです 言葉の綾です ||| 言葉の綾というやつなのね？ ||| それは言葉の綾か？,"I believe he's calling all of us children. Figure of speech. ||| So, it was a figure of speech? ||| Is that another figure of speech?"
言葉 を 返す,3,お言葉を返すようだが 失せろ ||| 言葉を返せば 相手が消えても 反応する ||| 言葉を返して申し訳ないが　今は 詳細な情報を口にすべき 時期でもないし場所でもない,"All due respect, screw you. ||| That also means you notice when they're not there. ||| With all due respect, this is not the time or the place to share the details."
計算 高い,3,おまえは冷ややかで 計算高いよ ||| 計算高い　恐いんだ ||| 計算高く 特に 犠牲を厭わないことが必要なのだと,"You were cold and calculating. ||| She's insanely jealous, she's irrational, and I'm frightened of her. ||| calculating, and most of all... willing to sacrifice."
話 が 分かる,3,君は 話が分かりそうだ ||| 協力する限り、俺は話が分かる男だ、 一言聞くぜ、リック。 ||| 救世主は話が分かるんだ。,"Maybe you can talk some sense into these people's. ||| I'm a very reasonable man as long as you cooperate, so let me ask you a question, Rick. ||| Saviors can actually be quite reasonable."
話 が 合う,3,話が合うよ ||| 話が合ってきましたね ||| ここから数マイルの所でね 君たちと話が合うかもしれん,"For you, I think they'd make an exception. ||| Now you're speaking my language. ||| Yeah, he lives a few miles from here. He may be able to help you."
話 が 早い,3,その通り 話が早いですね ||| 話が早くていい ||| プリンスさんのおかげで 話が早い,"Yes. We understand each other very well. ||| We appreciate your discretion, as always. ||| Their presence has been decisive, Mister Prince, to encourage her."
話 が 違う,3,話が違います あのとき全ての... ||| 鳥と人間は話が違うよ ||| それとこれとは話が違う,"That's not what you said. you said all... ||| Recently dead bird? That's one thing. Dead person? ||| Look, you can't be doing this right now."
話 に なる ない,3,話にならない 私は・・・ ||| あなたじゃ話にならない 腹ペコよ ||| 正気じゃない それは話にならない,That's ridiculous. I can't be expected to... ||| You won't let me do anything and I'm so hungry. ||| You're out of your mind. No way. That's out of the question.
話 に 乗る,3,よし　話に乗る ||| デネットは話に乗った ||| もっと大きな声で そしたら話に乗ろう,"OK, I'll bite. ||| Dennett's on board. ||| A bit louder, my dear, and we can dance to it."
話 を 詰める,3,伺って 話を詰めてきてください ||| （仲谷）お２人には もう少し 話を詰めてから お伝えします ||| 実は今 ﾌｫｽﾀｰの極東ｴﾘｱﾏﾈｰｼﾞｬｰと 会って話を詰めてるんだが,Go talk to them and finalize the deal. ||| I'll let you know after we've talked more. ||| I'm meeting with Foster's Far East Area Manager and working out some details.
調子 が いい,3,調子がいいサインだよ ジェームスにとってはね ||| 今夜は調子がいいな オレはちょっとトイレまで ||| 僕は　君と一緒にいた方が　調子がいい,"Good sign, actually. Means he's stoked. ||| You're having a good night. Mm-hmm. Okay, I am now gonna take the long walk to the little boy's room. ||| I am... better with you, Watson."
調子 に 乗る,3,席は１つだけだ 調子に乗るなよ マリア ||| 証拠はない 調子に乗るな ||| 調子に乗りすぎたよ この年頃の小さな子供ってこうだろう,"You get one of those as captain, but don't push your luck, Maria. ||| No proof, but you're not innocent yet! So let me defend you and stay quiet... ||| I shouldn't have encouraged her, but you know what little children are like these days."
調子 を 合わせる,3,"2,3分は調子を合わせるんです でも... すぐに仕事に戻りました ||| それで なんで調子を合わせる フィンチ? ||| 君と私は長い間友情をもってやってきた、 触れることなく、だが音のように、 いつも君に心の調子を合わせていると感じていた。","And he'd play along for a few minutes, but... then he'd leave for work. ||| So why'd you even play along, Finch? ||| You and I went so long in our friendship without ever touching, yet I always felt attuned to you."
諸刃 の 剣,3,諸刃の剣だよ ||| 張り込みでの水分補給は どっちみち諸刃の剣だ ||| このやり方は諸刃の剣だぞ,Perception's a tool that's pointed on both ends. ||| Hydrating on a stakeout is a double-edged sword anyway. ||| This little game cuts both ways.
豹変,3,豹変したのだと　もっぱらの噂だ ||| 彼の目が 瞳が豹変して ||| だが、豹変するだろう,People say he's changed. ||| His eyes were different. ||| You wait till it turns ugly.
責め を 負う,3,- 上層部はあなたに責めを負わせたの？ ||| 爆破を仕掛けるのは　君だが 責めを負うのは　ＥＬＭだ ||| 身代わりに　責めを負うこと,"They're letting you take the fall? ||| You get the blast, they get the blame. ||| A scapegoat."
買う て 出る,3,汚れ役を買って出なきゃ いけなかったりもすると思うの ||| 会社が買って出た？ ||| 金のためなら　患者を どんな危険な目に遭わせようと→ オペを買って出る。,"I think it means you might have to take on the dirty job at times. ||| Harbinger sponsored that? ||| She volunteers to take on any operation for money, no matter how great the risk to the patient."
赤い なる,3,顔が赤くなるわ・・・ ||| 赤くなっちゃった このワインのせいね ||| 赤くなった,You got me blushing' 'til I... ||| I'm flushed. Must be the wine. ||| Are you blushing?
足 が 付く,3,リードのお嬢様は堅苦しくて冗談が通じない 地に足が付いてるのかしら ||| あなたは足が付いている ||| だが 君から俺達に足が付くんじゃ？,"Lady Reed here's got a stick so far up her ass, it's a wonder her feet touch the ground. ||| They might be able to trace the reset signal back to you. ||| Hang on. Wouldn't it be awful if it was traceable back to us?"
足 が 早い,3,- 足が早いのは誰だ？ ||| ケスラーみたいな輩は 逃げ足が早いんだ ||| 雷に撃たれて 足が早くなった青年よ,"Whoever's the fastest runner. - Who is that? - I am. ||| The quieter we are, the better chance we have in getting him. ||| Struck by lighting? Was in a coma for nine months? Woke up being able to run faster than the speed of sound?"
足 が 速い,3,足が速い以外に、何か 特技があるといいけど。 ||| 逃げ足が速い！ ！ ？ ||| 我々にはある言い伝えがあった 足が速く．．． 雪のように白い．．．,"I hope you're bringing more to the table than just quick reflexes. ||| They're getting away! ||| There's a prophecy that tells of a creature, swift of foot white as snow."
足 を 入れる,3,それぞれに足を入れろ　エリック ||| 彼が足を入れた場所に 薬の痕跡が残ってたから ||| 封筒には ウサギの足を入れた,"One for each leg, Eric. ||| There are still tiny traces of it in the trainers from where he put the cream on his feet. ||| So I put my rabbit's foot in that package."
足 を 引っ張る,3,僕の足を引っ張りに 席のあるうちに行かなきゃ! ||| 足を引っ張るな ||| ゲームがこの子の 足を引っ張ってるね,"Daniel brought in Chad to backstab me-- oh, I mean help me-- and I gotta get to work before he helps me out of a job. ||| To me you're dead weight. ||| Because of this gaming, it pulled him right down."
足 を 止める,3,私は書斎から出てきたことはないし 彼女も階段で足を止めたことなどない ||| バギンズ殿 足を止めるんじゃない ||| 足を止めろ,I never left my study. Never stopped her on the stairs. ||| Master Baggins... I suggest you keep up. ||| You got to stop tapping.
足 を 洗う,3,足を洗うんだ 友達は殺された ||| 俺は汚いビジネスから 足を洗うよ ||| １週間前は 足を洗うと言ってただろ,Don't do the job. ||| I'm gonna wash my hands of our dirty little business. ||| A week ago you talked like you were all ready to hang it up.
足 を 踏み入れる,3,多くの吸血鬼が自分の領土に足を踏み入れたように 多くのクイートも戻ってきた ||| このアントンは うんざりする男だ 地獄の王国に足を踏み入れた ||| 可愛い天才君が 足を踏み入れたんだろ 役員会の連中は 歓迎したか？,"As more vampires set foot in their territory, more Quileutes turned. ||| This Anton... he may have been a skeevy bloke, but he had a toe in the nether realm, all right. ||| Did you walk in there, do your adorable boy genius thing, and the board of directors was less than impressed?"
足 を 運ぶ,3,「ヴィン、こんなはした金のために、 オレにここまで足を運ばせないでくれ」 ||| ブログでフラッシュの 活躍を読んでー 今まで事件現場に足を運んだ ||| ＜新しい ショコラティエが オープンして 足を運ばないわけがない＞,"Vin, don't make me have to come down here again for this. ||| I read your friend Iris' blog post on The Flash, and I visited all the crime scenes you fought at. ||| If a new chocolatier opens up, there's no way she won't stop by."
足元 を みる,3,彼にこれ以上足元を見ることを許さず 自分の好意を証明した ||| 足元を見て歩いて ||| 足元を見な,"You demonstrated your goodwill without allowing him to take further advantage. ||| Woman: How 'bout, this time, you watch where you're going? ||| Thanks for dropping by."
足止め を 食らう,3,私の隊を送ったが ドイツ軍に足止めを食らっている ||| うちらがアウター・リムで足止めを食らった ||| 船が故障して 直るまで 足止めを食らってるのよ,"Jerry took them out. ||| We have been stranded out here without any help at all. ||| Our ship was damaged, and we're stranded here until we can repair it."
路頭 に 迷う,3,6ドルじゃ路頭に迷う ||| 俺がいなきゃ姉一家は路頭に迷ってた ―そうなの？ ||| 我々 メガバンクは 絶対に つぶれてはいけないんだ それだけは死守せねばならない もし つぶれでもしたら 何百万人 何千万人が 路頭に迷うか 分かってますか？,"Six dollars an hour puts my family on the street. ||| If I wasn't there, they'd be on the street. ||| Our mega-bank cannot collapse. do you know how many millions of people will be out in the cold? some sacrifice is inevitable."
躍起 に なる て,3,誰かがすでに盗んでた たぶん 誰かが 捕まえるのに躍起になってる ||| 小さな町で行方不明の女の子 皆が躍起になって探す ||| あんたの部下が　この電話を辿ろうと 躍起になってるなら 落ち着くように言ってくれ,"Someone had already jacked it, perhaps someone who's out to get him. ||| Missing girl in a small town would throw up all kinds of red flags. ||| If your men are scrambling to trace this call, you can tell them to relax."
身 を 任せる,3,"""穏やかな夜に 身を任せるな"" ||| 気高い貴方に恥知らずに身を任せた ||| 俺に身を任せろ",Do not go gentle into that good night ||| Flee from the corpse of one who unworthily gave herself to a man of honour ||| I need you to trust me.
身 を 固める,3,ついにジェイソンも 身を固めるか？ ||| 長男がついに身を固めた ||| この春　自分　身を固めようと思いまして,"So is this it? She the one gonna take jason stackhouse Off the market for good? ||| My elder son is finally taken! ||| My girlfriend and I, we're thinking of settling down."
身 を 寄せる,3,どこに身を寄せた ||| 各地から逃れたドゥネダインが- タウアディルに身を寄せた ||| 私に身を寄せなければ 安全じゃない,Where'd you go? Who took you in? ||| Taurdal filled as many of the Dúnedain fled their homes and sought safety in numbers. ||| And now I know my son is not safe unless he's by my side.
軌道 に 乗る,3,どのように奇妙な 私はルシファーが軌道に乗ることができない ||| ラグランジュポイントを越えて軌道に乗るよ、 無事に、ハーシェル(火星のクレーター)へ。 ||| 一連のすべてが軌道に乗ってるか... 評価したいだけだ,How strange I can't get Calcifer going ||| The trajectory will take it beyond the Lagrange point so that it doesn't hit Herschel. ||| I am merely trying to assess just how close this train is hugging the tracks.
轍 を 踏む,3,アーノルドと同じ轍を踏むな ||| 導かれる答えは一つ... だが 昨夜と同じ轍を踏まないように より多くの情報を収集した― ゆえに 遅れたわけだ ||| 頼む、同じ轍を踏むな、いいな？,"You mustn't make Arnold's mistake. ||| The clues point in one direction, but to avoid repeating last night's debacle I was obliged to collect more sufficient data, hence my tardiness. ||| Please, don't go down this road again, ok?"
辻褄 が 合う,3,"まるで -- 辻褄が合わない ||| 辻褄が合わないわ ||| ""そうか"" じゃ無い 辻褄が合わない","It looks like-- It doesn't add up. ||| And it makes no sense. ||| No, no, not okay, it doesn't make sense."
迷宮 入り,3,迷宮入り事件を調べるように言え ||| 無線を切って　その迷宮入りの件の調査を 俺のとこに送ってくれ ||| 全部迷宮入り事件だ,"Tell him to go over cold cases. ||| Sign off on the cold cases, and have them sent to me. Right. ||| Cold cases."
逃がす た 魚 は 大きい,3,逃がした魚は大きいですよ ||| あっ そうか　悪かった 逃がした魚は大きいぞ ||| 逃がした魚は大きいわ,"You don't know what you're missing. ||| Oh. Yeah, okay, yeah. Too bad. ||| The one that got away."
逃げる も 隠れる も する ない,3,私は逃げも隠れもしない ||| 俺は逃げも隠れもしない ||| 逃げも隠れもしない,"I don't believe in the hidden ball trick. ||| I won't run and hide, you understand? ||| I'm right here."
逃げる 腰 に なる,3,私が笑いかけても 逃げ腰になるの ||| 逃げ腰にならなくてもいいよ ワイリーがセキュリティー面は ||| いざ愛を告白されると 逃げ腰になる,"He starts backing away if I even smile at him. ||| Don't be defeatist. ||| I mean, why is it that we all need to be loved but then when somebody finally says, ""I love you,"" people just run scared."
途方 に 暮れる,3,途方に暮れてる ||| 俺は 見たくない お前が イラつき 途方に暮れる姿を... ||| 途方に暮れたよ 子連れで文無し 定職もない,"clueless on the floor. ||| I don't wanna see you wake up one day all old and pissed off realising you're lost. ||| I didn't know how I was going to manage with a small boy, with no money and no regular job."
途方 も ない,3,明るい見通しを持てないというのなら 心臓を調べてもらったほうがいいでしょう。 なぜなら、途方もない見事な素晴らしい猛然と突き進む、 この世界の人々の集団が、何とかしようと 取り組んでいるのですから。 ||| やっぱり全世界一 セクシーなのは... 途方もない銃を 持つ美女だな ||| -　サットンは途方もない悪だった,"because there is an extraordinary, beautiful, gorgeus, fierce group of people in this world, who are taking this on. ||| There is nothing more sexy in the whole world than a beautiful woman with an incredible gun. ||| - Sutton was a much greater evil. - Was?"
遅く れる 早きる れる,3,遅かれ早かれ彼らは 正面を向くだろう ||| 遅かれ早かれ したくない事でも やることになるわ ||| 私たちはビルに居て静かにできるわ でも　遅かれ早かれ私たちは彼らを 引っ張りだすつもりよ,"Oh, they'll swing around to the front sooner or later. ||| You know, sooner or later, you're gonna have to do something for them you don't want to. ||| We can stay close to the buildings and keep quiet, but sooner or later, we're gonna be drawing 'em."
運 が 向く,3,運が向いてきたようね ||| 俺を欲しがってる 運が向いてきたぜ！ ||| - 続けてれば運が向くかも,- You ready for me to make your day? ||| They want me. We're going to the big time! ||| - Stay on it. We might get lucky.
道 が 開く,3,別動隊のおかげで道が開いた ||| [遠くへの道が　開かれる] ||| 光の中　俺のために道が開いている,"Weaver's team has bought us a window. The road to the power plant's wide open. We're going in. ||| Can possibly know how far they can go. "" ||| I shall revel in that fire! In that fire I shall find my bride!"
道 が 開ける,3,遺書を捜し出す そこから道が開けるでしょう ||| 音を聞いて 本を読めば 僕らの道が開ける ||| いろんな道が開けてきました 両親に教わらなかったことも,"I'm gonna try to find the will, and then we'll take it from there. ||| Sort some sounds and read the books, and we'll be on our way. ||| It helped expose me to things that my parents or friends didn't show me."
重き を 置く,3,人のニーズに 重きを置いてます 鎮痛薬 Pain relief. ||| あなたが映画に重きを置くのが 気掛かりで・・・ ||| ヤツとキャリーが安全な場所で うまくやる可能性より そっちの方に重きを置いた方が いいと思う,"What we like to focus on is what people really need, pain relief. ||| I am a little concerned at the importance you're placing on movies. ||| I guess I'd weigh that against the likelihood of him and Carrie making it to the safe house at all."
金 の なる 木,3,彼はあなたがお金のある ロックスターだと知っていた お金のなる木だと ||| ところで 金の成る木は育つかも知れないが まず見つけるのが難しいのでは？ ||| ハッチは金のなる木でした,"He knew you were a rock star with money and endless resources. ||| Yeah, well money might grow on trees where you're from but it's a little harder to come by here. ||| Hutch was the golden goose. He brought in hundreds"
金輪 際,3,だからこう言う資格があると思う そのイヴとは　金輪際　関わっちゃいけない ||| あなたは このつまらぬ一座を 解散し 金輪際　魔女を ||| 金輪際、あの子はいない。,"So I'm qualified when I say, you must cut this Eve out of your life entirely. ||| You disband this little merry troupe of assholes, vowing never to harm another witch from now until the end of time. ||| She most certainly is not."
釘 を 刺す,3,誰が相手か 釘を刺しただけだ ||| しかもそれが具体化する事のないよう 念入りに釘を刺しておいた ||| あれほど釘を刺したろ,"I'm just saying they got to know that they're working for you. ||| Furthermore, I was given every assurance it never passed the planning stage. ||| You did exactly what I told you not to do!"
鍵 を 握る,3,スジーマンスキー刑事は 事件の鍵を握ってる ||| 誰にしろその人が― この試験の鍵を 握ってるのね 名乗り出てよ ||| （テレビの音声） では続いて次のニュースです ルモンド社 贈収賄事件を 捜査中の東京地方検察庁特捜部は 一連の事件の鍵を 握っているとみられる―,"Detective Szymanski is key to your case. ||| Okay, whoever is holding out could be the key to cracking this exam, so you better speak up now. ||| The Tokyo District Attorney's office special task force, investigating the Lumondo Corp. bribery has announced that they have questioned Sakichi Konuma president of Konuma Industries as a key witness"
長い 目 だ みる,3,長い目で見れば全然 ||| 長い目で見れば 傷つけたくない　だから - ||| 誓って　長い目で見れば 君はこのことで僕に感謝するよ,"I mean, in the long run, at all; at all. ||| I don't want to hurt you in the long run, so-- ||| I swear, in the long run, you're gonna thank me for this."
門戸 を 開く,3,ビジターに門戸を開くのは 良い事だな ||| だからそう言うビジネスをやる予定なんだ 門戸を開いてね ||| 興奮は冷めやりません 想像を超えた新しい世界へ 門戸を開くのです,"Establishing ties with the Visitors is a good thing, Jack. ||| I'm gonna form this business and I want everybody to get a shot. ||| Nothing can take away from the excitement... as we open our doors to a nation from beyond our imagination."
閑古 鳥 が 鳴く,3,店は閑古鳥が鳴いてる 連中はビルをすぐ手放すさ ||| 学校には 閑古鳥が鳴いています 子供達を家庭に 保護するための 登校拒否が 急増しているからです ||| 閑古鳥が鳴いていた,"It's like a ghost ship around here. They're gonna be begging to sell this place within a month. ||| Schools stand like mausoleums, their attendance drastically declined, as parents keep their children safely home. ||| A pretty rough drought this past year."
間 が 悪い,3,"間が悪かったか？ ||| お前の墓石には、 こう刻め、 ""いつも場違いで、間が悪い"" ||| 間が悪すぎる "" Ｃ "" に踊らされてるみたいだ","This a bad time? ||| On your tombstone it should read, ""Always in the wrong place at the wrong time."" ||| Not great timing for us, we're rather playing into C's hands."
闇 に 葬る,3,私を撃って真実を闇に葬るのか ||| 君とウォルデンは隠蔽工作を 無人爆撃の件を闇に葬った ||| ２年前― この船の真実が 闇に葬られた,"Or you can shoot me and never know. ||| Only that you and Walden... went to great lengths once before to cover up the drone strike. ||| Well, two years ago, the elephant in the room was this scow."
限り を 尽くす,3,可能な限りを尽くす ||| 持てる力の限りを尽くす ||| 慈悲深き主よ 力の限りを尽くし アギーのテレビ受信を 改善したまえ,"Whatever you can. ||| I'll do everything in my power to keep Nick away from my family. ||| Dear merciful Lord, please do what you can to get a better reception for Aggy's TV."
隅 から 隅 まで,3,まるで紙上演習みたいに 額のシンボルまで 隅から隅まで酷似してる ||| 隅から隅まで調べたが 何も・・・ ||| 隅から隅まで調べるの,"It was like a-a dry run on paper, all the way down to the weird symbol that we found on the victim's forehead. ||| Nothing. Our guys went over it from the last bit and pixel. ||| Leave no stone unturned, Dr. Hodgins."
雲行き が 怪しい,3,雲行きが怪しい ||| 雲行きが怪しくなると 決まって入院するんだ ||| 雲行きが怪しいな,"That storm on the horizon that I mentioned, ||| When the going gets rough he always checks into the hospital ||| Okay, this is getting a little weird."
面 が 割れる,3,面が割れたのは　わたし ||| 面が割れたんだ ||| お前の面が割れてる,"Nobody saw your face and I shot that dumb prick. ||| You've been compromised. ||| Oh, with your face being all over the news,"
面倒 を みる,3,後ろに戻って、クローンの 面倒を見て ||| 泊まりに来て欲しい時は　言ってね シャーリーンの面倒をみるわ ||| -　子供の面倒を見るべきです,"Just get in the back and take care of the clones. ||| If you need me to stay over,keep you company... I can babysit charlaine. ||| - Is doing what children do best."
音 を 上げる,3,これで音を上げては 現場では働けないぞ ||| 音を上げさせようとした ||| 一度も音を上げなかった,"But if you think this is pressure, wait until you're out in the field. ||| Hoping he'd crack up, and just fuck off. ||| That not for a single moment did his courage waver."
音 沙汰 が ない,3,音沙汰が無くなる この世から居なくなったみたいに ||| それにより音沙汰がなくなる ||| あまりにも長い間、音沙汰が無いので、心配していた。,He goes silent like he fell off the face of the earth. ||| There's no word for this. ||| We were worried when we didn't hear from you for so long.
頭 が 上がる ない,3,頭が上がらないようだな ||| 永遠に頭が上がらないわね ||| 俺は一生、 彼に頭が上がらないな,Makes you wonder what's going on in that little head of hers. ||| I am indebted to you forever. ||| I expect I'll be in his debt for the rest of my life.
頭 が 下がる,3,もし彼女がそれほど冷血でないのなら 頭が下がる思いよ ||| そうだろうな、お前の戦略計画の 広範な経験には頭が下がるよ ||| あなた方　捜査官には 頭が下がるけれど,"If she weren't so bloodless, you'd really have to take your hat off to her. ||| Of course. We bow to your vast experience in strategic planning. ||| The Agency appreciates everything your people are doing."
頭 が 切れる,3,いいかい・・・ 君は頭が切れる ||| このグループは頭が切れる 彼らの行動を彼女は理解できない ||| そんなに頭が切れるなら 何故ここに来たの？,"Look... you're a bright guy. ||| These groups are clever, blinding her to their actions. ||| Then why'd you come up here if you're so smart?"
頭 に 入れる,3,おととい資料もらってな クラス全員の名前と写真 ぜんぶ頭に入れたー ||| 頭に入れておきます　ありがとう ||| 地図は頭に入れておけ,"I got the teaching material 2 days ago. I have memorized all students' names and photos. ||| I put it on my to do list "". Thanks. ||| Next time stay put, you won't need a map."
頭 に 来る,3,ベニーの帽子を壊して 頭に来て攻撃しようとしてたら 彼が粉々になっちゃって 僕のせいじゃないけど 追われる事になって・・・ ||| 頭に来る 見てもらえるか？ ||| ぶん殴ってやりたいよ 頭に来た,"I was so livid that I attacked Tybalt and he ended up getting smashed, which wasn't my fault, and I was chased out. ||| Give it a rap, will ya? See if you could get it going for me. ||| I'm going to blow this shit right off the mountain right now."
頭 を える,3,ロデリック なぜ修道士は 頭を剃るのだろう あんな風に？ ||| 頭を剃るかもしれないって ||| よし　頭を剃るアイディアに ついて語ろう,"Roderick why do you think them monks shave their heads like that? ||| He said they might have to shave my head. ||| Now, let's talk about that shaved head idea."
頭 を 下げる,3,- 頭を下げて ||| 俺達が頭を下げたのはドラゴンだ そしてドラゴンはもう死んだ！ ||| 友よ... 君達は... 誰にも 頭を下げなくていい,- Bow your head. ||| It was the Dragons we bowed to and now the Dragons are dead! ||| My friends you bow to no one.
頭 を 冷やす,3,頭を冷やしたほうがいいと 思うので。 ||| 頭を冷やそう　ここじゃ無理だ 名前は？ ||| 頭を冷やしてくる,I think it's better (when he's) cooled off. A certain somebody. ||| Chill out. Can we just talk about this? What's your name? ||| I need some air.
頭 を 切り替える,3,"頭を切り替えましょう ||| 先ず あなた方が 頭を切り替え ""仕分け達人""になるの ||| 頭を切り替えようとしても","You need to disconnect, Boss. ||| So, first we will be installing and training you on a system that we're calling, ""The Wizard."" ||| I keep turning things around in my mind."
